user_id,signup_date,signup_month,channel,state,segment,age,gender,plan,activated,last_active_date,months_observed,is_churned,churn_risk_score,days_since_active
SD004454,2024-08-04,2024-08,Instagram,Abuja,Freelancer,40,Female,Starter,1,2024-08-29,1,0,29,32
SD004455,2024-01-22,2024-01,Instagram,Abuja,Individual Sender,37,Female,Starter,1,2024-02-12,8,1,100,231
SD004456,2024-03-19,2024-03,Instagram,Abuja,Corporate,44,Female,Business Pro,1,2024-04-12,6,1,100,171
SD004457,2024-01-14,2024-01,Word of Mouth,Abuja,Individual Sender,47,Male,Starter,0,2024-07-30,8,1,75,62
SD004458,2024-04-16,2024-04,Referral,Lagos,Freelancer,33,Female,Starter,1,2024-04-25,5,1,100,158
SD004459,2024-02-07,2024-02,Facebook Ads,Oyo,Corporate,31,Female,Business Pro,1,2024-02-12,7,1,100,231
SD004460,2024-07-04,2024-07,Google Ads,Oyo,Individual Sender,39,Male,Starter,0,2024-07-09,2,1,100,83
SD004461,2024-07-23,2024-07,Facebook Ads,Kano,Corporate,31,Female,Enterprise,1,2024-08-04,2,1,47,57
SD004462,2024-04-06,2024-04,Referral,Abuja,Small Business,26,Male,Starter,0,2024-04-06,5,1,100,177
SD004463,2023-11-29,2023-11,Instagram,Delta,E-commerce Seller,46,Female,Starter,1,2023-12-17,10,1,100,288
SD004464,2024-02-17,2024-02,Google Ads,Lagos,Corporate,31,Male,Business Pro,1,2024-02-26,7,1,100,217
SD004465,2024-06-06,2024-06,Facebook Ads,Rivers,Small Business,50,Female,Business Pro,0,2024-06-07,3,1,100,115
SD004466,2024-01-25,2024-01,Word of Mouth,Edo,Corporate,53,Female,Business Pro,0,2024-04-01,8,1,100,182
SD004467,2024-08-28,2024-08,Instagram,Lagos,Small Business,28,Female,Business Pro,0,2024-09-01,1,0,53,29
SD004468,2024-02-03,2024-02,Google Ads,Lagos,Freelancer,47,Male,Starter,0,2024-02-08,8,1,100,235
SD004469,2024-04-13,2024-04,Instagram,Abuja,Individual Sender,49,Male,Starter,0,2024-04-16,5,1,100,167
SD004470,2024-05-22,2024-05,Instagram,Edo,E-commerce Seller,31,Male,Starter,1,2024-06-19,4,1,97,103
SD004471,2024-03-04,2024-03,Word of Mouth,Abuja,Small Business,22,Female,Starter,0,2024-06-21,7,1,100,101
SD004472,2024-06-24,2024-06,Instagram,Lagos,Corporate,48,Female,Business Pro,0,2024-06-26,3,1,92,96
SD004473,2023-11-11,2023-11,Word of Mouth,Kaduna,Small Business,41,Female,Starter,1,2024-03-03,10,1,100,211
SD004474,2024-01-06,2024-01,Referral,Abuja,E-commerce Seller,36,Male,Starter,1,2024-01-21,8,1,100,253
SD004475,2024-06-30,2024-06,TikTok Ads,Abuja,Freelancer,55,Male,Starter,0,2024-07-04,3,1,100,88
SD004476,2023-11-17,2023-11,Referral,Oyo,Corporate,31,Male,Business Pro,1,2023-12-17,10,1,100,288
SD004477,2024-08-13,2024-08,Word of Mouth,Imo,Individual Sender,43,Female,Starter,1,2024-08-17,1,0,39,44
SD004478,2023-10-22,2023-10,App Store,Kaduna,E-commerce Seller,53,Female,Starter,0,2024-03-28,11,1,100,186
SD004479,2023-10-04,2023-10,Google Ads,Lagos,Individual Sender,33,Male,Starter,0,2024-02-11,12,1,100,232
SD004480,2024-01-18,2024-01,App Store,Abuja,Individual Sender,31,Male,Starter,1,2024-01-27,8,1,100,247
SD004481,2024-07-06,2024-07,Referral,Kaduna,E-commerce Seller,35,Male,Business Pro,1,2024-07-22,2,1,60,70
SD004482,2024-05-09,2024-05,Instagram,Imo,Freelancer,29,Female,Starter,0,2024-08-20,4,0,59,41
SD004483,2024-06-08,2024-06,Instagram,Abuja,Small Business,49,Female,Starter,1,2024-06-16,3,1,100,106
SD004484,2023-12-22,2023-12,App Store,Abuja,Small Business,49,Male,Starter,1,2024-02-26,9,1,100,217
SD004485,2023-10-15,2023-10,Word of Mouth,Abuja,Small Business,29,Male,Starter,0,2023-10-20,11,1,100,346
SD004486,2024-01-15,2024-01,Word of Mouth,Delta,Corporate,53,Male,Enterprise,1,2024-04-09,8,1,100,174
SD004487,2023-10-15,2023-10,Instagram,Lagos,Individual Sender,35,Female,Starter,1,2023-11-04,11,1,100,331
SD004488,2024-01-20,2024-01,Facebook Ads,Lagos,Freelancer,39,Male,Starter,1,2024-03-13,8,1,100,201
SD004489,2024-04-15,2024-04,Referral,Lagos,Individual Sender,46,Male,Starter,0,2024-04-19,5,1,100,164
SD004490,2024-01-20,2024-01,Referral,Abuja,Freelancer,54,Male,Starter,1,2024-01-29,8,1,100,245
SD004491,2024-01-13,2024-01,TikTok Ads,Kano,Individual Sender,53,Female,Starter,0,2024-01-16,8,1,100,258
SD004492,2023-10-24,2023-10,Facebook Ads,Anambra,Individual Sender,44,Male,Starter,1,2023-11-21,11,1,100,314
SD004493,2023-12-29,2023-12,Referral,Imo,Small Business,33,Male,Business Pro,0,2024-01-02,9,1,100,272
SD004494,2023-10-18,2023-10,Google Ads,Imo,Individual Sender,49,Male,Starter,0,2024-02-06,11,1,100,237
SD004495,2024-08-27,2024-08,Instagram,Lagos,E-commerce Seller,51,Female,Starter,0,2024-08-28,1,0,49,33
SD004496,2023-10-20,2023-10,Instagram,Imo,Small Business,55,Male,Starter,1,2024-03-27,11,1,100,187
SD004497,2024-03-23,2024-03,Facebook Ads,Lagos,Small Business,50,Male,Starter,0,2024-03-23,6,1,100,191
SD004498,2024-03-01,2024-03,Facebook Ads,Lagos,Small Business,31,Female,Starter,0,2024-03-01,7,1,100,213
SD004499,2023-11-12,2023-11,Word of Mouth,Imo,Individual Sender,44,Female,Starter,1,2023-11-30,10,1,100,305
SD004500,2024-04-23,2024-04,Referral,Lagos,Small Business,45,Male,Starter,0,2024-04-26,5,1,100,157
SD004501,2023-11-17,2023-11,Google Ads,Rivers,Individual Sender,23,Male,Starter,1,2023-11-26,10,1,100,309
SD004502,2024-08-25,2024-08,Instagram,Anambra,E-commerce Seller,34,Male,Business Pro,1,2024-09-13,1,0,6,17
SD004503,2024-05-06,2024-05,Instagram,Kano,E-commerce Seller,30,Male,Business Pro,1,2024-06-28,4,1,83,94
SD004504,2024-07-09,2024-07,Facebook Ads,Kaduna,Corporate,43,Male,Enterprise,1,2024-08-05,2,1,46,56
SD004505,2023-10-06,2023-10,App Store,Kaduna,E-commerce Seller,42,Female,Starter,1,2023-10-14,12,1,100,352
SD004506,2024-06-20,2024-06,App Store,Abuja,Corporate,49,Female,Enterprise,1,2024-08-22,3,0,14,39
SD004507,2024-04-17,2024-04,App Store,Lagos,Corporate,47,Female,Business Pro,1,2024-06-20,5,1,76,102
SD004508,2024-08-22,2024-08,Referral,Lagos,Individual Sender,54,Male,Starter,0,2024-08-23,1,0,63,38
SD004509,2024-06-20,2024-06,Facebook Ads,Rivers,E-commerce Seller,21,Male,Starter,1,2024-06-28,3,1,88,94
SD004510,2024-05-13,2024-05,Google Ads,Lagos,Small Business,22,Male,Business Pro,1,2024-05-26,4,1,100,127
SD004511,2024-04-04,2024-04,App Store,Anambra,E-commerce Seller,34,Male,Business Pro,1,2024-06-01,5,1,100,121
SD004512,2024-03-16,2024-03,Referral,Lagos,E-commerce Seller,35,Male,Business Pro,1,2024-06-10,6,1,94,112
SD004513,2024-02-12,2024-02,Word of Mouth,Abuja,E-commerce Seller,35,Male,Business Pro,1,2024-03-06,7,1,100,208
SD004514,2024-06-07,2024-06,Word of Mouth,Kano,E-commerce Seller,25,Female,Starter,1,2024-06-20,3,1,91,102
SD004515,2023-11-10,2023-11,Word of Mouth,Abuja,Individual Sender,30,Female,Starter,1,2024-06-15,10,1,100,107
SD004516,2024-08-15,2024-08,Word of Mouth,Lagos,Individual Sender,35,Male,Starter,0,2024-08-19,1,0,67,42
SD004517,2023-10-31,2023-10,Instagram,Abuja,Individual Sender,23,Male,Starter,1,2024-08-23,11,0,61,38
SD004518,2024-01-31,2024-01,Google Ads,Kano,Individual Sender,38,Male,Starter,0,2024-02-02,8,1,100,241
SD004519,2023-11-10,2023-11,Google Ads,Imo,Small Business,48,Female,Starter,1,2023-11-14,10,1,100,321
SD004520,2024-03-21,2024-03,Google Ads,Delta,E-commerce Seller,55,Male,Starter,0,2024-03-23,6,1,100,191
SD004521,2023-12-20,2023-12,Word of Mouth,Abuja,Small Business,39,Female,Starter,1,2024-08-22,9,0,51,39
SD004522,2024-05-03,2024-05,Instagram,Delta,Freelancer,38,Female,Starter,0,2024-08-14,5,1,65,47
SD004523,2024-03-28,2024-03,Referral,Abuja,Corporate,40,Male,Business Pro,1,2024-04-23,6,1,100,160
SD004524,2023-12-10,2023-12,Google Ads,Kano,Small Business,46,Female,Business Pro,1,2024-05-19,9,1,100,134
SD004525,2023-10-04,2023-10,Google Ads,Abuja,Corporate,47,Male,Enterprise,1,2023-11-18,12,1,100,317
SD004526,2024-03-21,2024-03,Instagram,Anambra,E-commerce Seller,32,Male,Starter,1,2024-04-25,6,1,100,158
SD004527,2023-11-08,2023-11,Google Ads,Lagos,Corporate,23,Female,Business Pro,1,2023-11-21,10,1,100,314
SD004528,2024-05-15,2024-05,App Store,Kano,Freelancer,44,Female,Starter,1,2024-06-09,4,1,100,113
SD004529,2024-07-07,2024-07,Referral,Imo,Individual Sender,34,Male,Starter,1,2024-07-20,2,1,76,72
SD004530,2024-05-04,2024-05,Google Ads,Oyo,Corporate,39,Male,Business Pro,0,2024-05-07,4,1,100,146
SD004531,2024-03-05,2024-03,App Store,Imo,Individual Sender,45,Male,Starter,1,2024-04-25,6,1,100,158
SD004532,2024-06-25,2024-06,Word of Mouth,Abuja,Small Business,48,Male,Starter,1,2024-07-14,3,1,79,78
SD004533,2024-06-28,2024-06,Facebook Ads,Lagos,Freelancer,50,Male,Starter,1,2024-07-12,3,1,88,80
SD004534,2024-02-26,2024-02,Word of Mouth,Rivers,E-commerce Seller,27,Female,Business Pro,0,2024-03-02,7,1,100,212
SD004535,2024-06-24,2024-06,Google Ads,Abuja,E-commerce Seller,27,Female,Business Pro,1,2024-07-12,3,1,76,80
SD004536,2024-08-12,2024-08,App Store,Rivers,E-commerce Seller,24,Female,Business Pro,1,2024-08-21,1,0,22,40
SD004537,2024-05-19,2024-05,TikTok Ads,Imo,Individual Sender,39,Male,Starter,1,2024-06-14,4,1,100,108
SD004538,2023-11-21,2023-11,TikTok Ads,Rivers,Small Business,30,Male,Business Pro,1,2023-11-23,10,1,100,312
SD004539,2023-12-08,2023-12,Word of Mouth,Lagos,Small Business,39,Male,Starter,0,2023-12-10,9,1,100,295
SD004540,2024-03-30,2024-03,TikTok Ads,Lagos,Individual Sender,40,Female,Starter,0,2024-04-03,6,1,100,180
SD004541,2024-06-27,2024-06,TikTok Ads,Rivers,Individual Sender,46,Male,Starter,0,2024-06-29,3,1,100,93
SD004542,2024-05-18,2024-05,Word of Mouth,Kaduna,Corporate,32,Male,Business Pro,1,2024-08-26,4,0,10,35
SD004543,2023-11-29,2023-11,Instagram,Imo,Small Business,27,Female,Starter,0,2023-12-02,10,1,100,303
SD004544,2024-08-13,2024-08,Instagram,Lagos,Corporate,31,Female,Business Pro,0,2024-08-16,1,0,52,45
SD004545,2024-01-12,2024-01,Google Ads,Abuja,Individual Sender,24,Female,Starter,0,2024-01-14,8,1,100,260
SD004546,2024-04-19,2024-04,Instagram,Lagos,Individual Sender,52,Male,Starter,0,2024-04-19,5,1,100,164
SD004547,2023-11-27,2023-11,Word of Mouth,Abuja,Corporate,35,Male,Enterprise,1,2024-03-05,10,1,100,209
SD004548,2024-05-26,2024-05,TikTok Ads,Kaduna,E-commerce Seller,45,Female,Business Pro,1,2024-06-19,4,1,99,103
SD004549,2024-03-05,2024-03,Instagram,Lagos,E-commerce Seller,28,Male,Business Pro,1,2024-03-13,6,1,100,201
SD004550,2024-05-06,2024-05,Instagram,Rivers,Corporate,31,Male,Enterprise,0,2024-05-06,4,1,100,147
SD004551,2024-04-09,2024-04,Word of Mouth,Lagos,Small Business,23,Male,Starter,0,2024-04-09,5,1,100,174
SD004552,2023-10-05,2023-10,Google Ads,Edo,Small Business,52,Male,Starter,1,2023-10-13,12,1,100,353
SD004553,2024-07-06,2024-07,App Store,Imo,E-commerce Seller,35,Female,Business Pro,1,2024-07-24,2,1,59,68
SD004554,2024-01-15,2024-01,Referral,Oyo,Individual Sender,48,Male,Starter,1,2024-02-15,8,1,100,228
SD004555,2024-08-06,2024-08,Referral,Rivers,Freelancer,37,Female,Starter,1,2024-08-30,1,0,25,31
SD004556,2024-01-28,2024-01,Word of Mouth,Delta,Individual Sender,47,Male,Starter,1,2024-08-11,8,1,47,50
SD004557,2023-12-15,2023-12,Google Ads,Abuja,Small Business,52,Female,Starter,0,2023-12-19,9,1,100,286
SD004558,2023-11-21,2023-11,Referral,Abuja,E-commerce Seller,32,Male,Starter,1,2024-03-20,10,1,100,194
SD004559,2024-06-27,2024-06,Google Ads,Rivers,Individual Sender,30,Male,Starter,0,2024-07-01,3,1,100,91
SD004560,2024-07-09,2024-07,Referral,Lagos,Small Business,28,Male,Business Pro,1,2024-08-29,2,0,22,32
SD004561,2023-10-11,2023-10,Referral,Rivers,Individual Sender,51,Female,Starter,1,2024-01-17,11,1,100,257
SD004562,2024-08-16,2024-08,Google Ads,Abuja,Individual Sender,35,Male,Starter,1,2024-08-25,1,0,35,36
SD004563,2024-01-28,2024-01,Word of Mouth,Abuja,Individual Sender,37,Male,Starter,1,2024-04-05,8,1,100,178
SD004564,2024-01-16,2024-01,Instagram,Edo,Individual Sender,36,Male,Starter,1,2024-01-20,8,1,100,254
SD004565,2024-06-22,2024-06,Word of Mouth,Lagos,Small Business,31,Male,Starter,0,2024-06-25,3,1,100,97
SD004566,2023-12-08,2023-12,Google Ads,Kano,E-commerce Seller,30,Male,Business Pro,0,2024-07-11,9,1,83,81
SD004567,2024-05-23,2024-05,TikTok Ads,Rivers,E-commerce Seller,27,Female,Starter,0,2024-05-25,4,1,100,128
SD004568,2024-05-13,2024-05,Google Ads,Rivers,Individual Sender,30,Female,Starter,0,2024-05-14,4,1,100,139
SD004569,2023-11-06,2023-11,Google Ads,Delta,Freelancer,44,Male,Starter,1,2023-12-20,10,1,100,285
SD004570,2023-10-28,2023-10,Google Ads,Imo,Individual Sender,22,Male,Starter,1,2024-07-01,11,1,100,91
SD004571,2024-05-28,2024-05,TikTok Ads,Abuja,Individual Sender,30,Female,Starter,0,2024-05-28,4,1,100,125
SD004572,2024-04-16,2024-04,Facebook Ads,Kano,E-commerce Seller,32,Male,Business Pro,1,2024-09-02,5,0,33,28
SD004573,2024-08-05,2024-08,App Store,Lagos,Corporate,54,Female,Business Pro,1,2024-08-19,1,0,16,42
SD004574,2024-08-20,2024-08,Instagram,Oyo,Corporate,30,Female,Business Pro,1,2024-09-15,1,0,0,15
SD004575,2023-12-26,2023-12,Google Ads,Kano,Individual Sender,38,Male,Starter,1,2024-01-06,9,1,100,268
SD004576,2024-04-09,2024-04,App Store,Rivers,E-commerce Seller,54,Male,Starter,1,2024-06-08,5,1,93,114
SD004577,2024-08-15,2024-08,Referral,Lagos,E-commerce Seller,22,Male,Starter,1,2024-09-04,1,0,10,26
SD004578,2023-11-17,2023-11,Facebook Ads,Rivers,E-commerce Seller,40,Female,Starter,1,2023-11-29,10,1,100,306
SD004579,2023-10-11,2023-10,TikTok Ads,Kaduna,Small Business,50,Male,Business Pro,1,2023-10-30,11,1,100,336
SD004580,2024-03-10,2024-03,Referral,Imo,Individual Sender,46,Female,Starter,1,2024-03-20,6,1,100,194
SD004581,2024-02-20,2024-02,TikTok Ads,Oyo,Individual Sender,50,Female,Starter,1,2024-03-01,7,1,100,213
SD004582,2023-12-19,2023-12,Facebook Ads,Kaduna,Individual Sender,32,Male,Starter,0,2024-02-12,9,1,100,231
SD004583,2023-12-10,2023-12,Referral,Delta,Individual Sender,43,Male,Starter,0,2023-12-12,9,1,100,293
SD004584,2023-10-10,2023-10,App Store,Edo,E-commerce Seller,28,Male,Business Pro,1,2024-01-24,11,1,100,250
SD004585,2024-02-18,2024-02,Word of Mouth,Lagos,Corporate,27,Male,Business Pro,0,2024-02-21,7,1,100,222
SD004586,2024-01-18,2024-01,Referral,Lagos,Individual Sender,48,Male,Starter,0,2024-01-18,8,1,100,256
SD004587,2024-06-25,2024-06,Word of Mouth,Anambra,Small Business,51,Male,Starter,1,2024-08-04,3,1,52,57
SD004588,2024-02-09,2024-02,Referral,Kano,Individual Sender,50,Male,Starter,0,2024-07-12,7,1,93,80
SD004589,2024-03-15,2024-03,Word of Mouth,Kano,Individual Sender,42,Male,Starter,0,2024-03-17,6,1,100,197
SD004590,2024-07-16,2024-07,Instagram,Abuja,Small Business,30,Male,Starter,1,2024-07-22,2,1,71,70
SD004591,2024-08-17,2024-08,Word of Mouth,Kano,Freelancer,51,Male,Starter,0,2024-08-17,1,0,66,44
SD004592,2024-07-23,2024-07,Instagram,Kano,Small Business,49,Female,Business Pro,0,2024-07-27,2,1,82,65
SD004593,2023-10-26,2023-10,Referral,Kaduna,Individual Sender,47,Female,Starter,1,2023-11-20,11,1,100,315
SD004594,2024-02-01,2024-02,Instagram,Kano,E-commerce Seller,27,Male,Business Pro,0,2024-02-01,8,1,100,242
SD004595,2024-04-07,2024-04,App Store,Anambra,Small Business,50,Male,Starter,1,2024-07-31,5,1,64,61
SD004596,2024-01-12,2024-01,Instagram,Abuja,Individual Sender,22,Female,Starter,1,2024-02-03,8,1,100,240
SD004597,2024-01-14,2024-01,Word of Mouth,Lagos,E-commerce Seller,40,Male,Starter,1,2024-09-06,8,0,12,24
SD004598,2024-05-10,2024-05,TikTok Ads,Rivers,Corporate,26,Male,Enterprise,0,2024-05-10,4,1,100,143
SD004599,2024-01-08,2024-01,Google Ads,Rivers,Freelancer,41,Female,Starter,1,2024-03-20,8,1,100,194
SD004600,2024-08-11,2024-08,Referral,Lagos,Individual Sender,54,Female,Starter,0,2024-08-11,1,1,73,50
SD004601,2024-07-22,2024-07,Google Ads,Lagos,Individual Sender,34,Male,Starter,1,2024-08-28,2,0,32,33
SD004602,2024-04-29,2024-04,TikTok Ads,Abuja,Freelancer,49,Female,Starter,1,2024-05-01,5,1,100,152
SD004603,2024-06-07,2024-06,TikTok Ads,Kano,Individual Sender,44,Male,Starter,0,2024-06-07,3,1,100,115
SD004604,2024-06-21,2024-06,Referral,Lagos,Individual Sender,46,Female,Starter,0,2024-06-25,3,1,100,97
SD004605,2024-04-15,2024-04,Instagram,Edo,Individual Sender,48,Male,Starter,0,2024-04-18,5,1,100,165
SD004606,2024-02-10,2024-02,Facebook Ads,Lagos,E-commerce Seller,54,Male,Starter,1,2024-03-05,7,1,100,209
SD004607,2024-05-02,2024-05,Referral,Lagos,Individual Sender,21,Male,Starter,1,2024-07-10,5,1,81,82
SD004608,2024-08-17,2024-08,Google Ads,Edo,Small Business,41,Female,Starter,0,2024-08-18,1,0,63,43
SD004609,2023-10-31,2023-10,Google Ads,Kaduna,Small Business,36,Female,Business Pro,1,2023-11-09,11,1,100,326
SD004610,2024-02-29,2024-02,Referral,Abuja,Freelancer,22,Male,Starter,1,2024-05-25,7,1,100,128
SD004611,2024-04-07,2024-04,App Store,Delta,Freelancer,36,Female,Starter,0,2024-04-10,5,1,100,173
SD004612,2024-03-13,2024-03,Word of Mouth,Oyo,Corporate,32,Female,Business Pro,1,2024-03-26,6,1,100,188
SD004613,2024-06-20,2024-06,Word of Mouth,Anambra,Small Business,50,Female,Starter,0,2024-06-24,3,1,100,98
SD004614,2024-01-12,2024-01,Google Ads,Oyo,Small Business,28,Female,Starter,0,2024-02-27,8,1,100,216
SD004615,2024-04-17,2024-04,Referral,Kaduna,Corporate,31,Female,Business Pro,1,2024-05-06,5,1,100,147
SD004616,2024-04-05,2024-04,Instagram,Abuja,E-commerce Seller,36,Male,Starter,1,2024-04-25,5,1,100,158
SD004617,2023-11-26,2023-11,Google Ads,Kano,Individual Sender,20,Female,Starter,0,2023-11-27,10,1,100,308
SD004618,2024-06-15,2024-06,Referral,Lagos,E-commerce Seller,26,Female,Business Pro,1,2024-08-29,3,0,15,32
SD004619,2024-03-05,2024-03,Facebook Ads,Lagos,Corporate,39,Male,Business Pro,1,2024-07-04,6,1,61,88
SD004620,2024-05-22,2024-05,Google Ads,Lagos,Freelancer,53,Female,Starter,0,2024-05-27,4,1,100,126
SD004621,2023-12-21,2023-12,Instagram,Rivers,Individual Sender,31,Female,Starter,0,2023-12-23,9,1,100,282
SD004622,2024-08-06,2024-08,Google Ads,Anambra,Small Business,40,Female,Starter,1,2024-08-14,1,1,37,47
SD004623,2023-12-13,2023-12,TikTok Ads,Abuja,Corporate,46,Male,Enterprise,1,2024-01-04,9,1,100,270
SD004624,2024-03-30,2024-03,Word of Mouth,Kano,E-commerce Seller,22,Male,Business Pro,0,2024-04-01,6,1,100,182
SD004625,2023-12-09,2023-12,Word of Mouth,Edo,Small Business,54,Male,Starter,1,2024-04-12,9,1,100,171
SD004626,2023-11-22,2023-11,TikTok Ads,Kaduna,Small Business,31,Male,Business Pro,0,2023-11-25,10,1,100,310
SD004627,2024-04-30,2024-04,TikTok Ads,Abuja,E-commerce Seller,29,Male,Starter,1,2024-05-01,5,1,100,152
SD004628,2023-11-28,2023-11,Google Ads,Kaduna,Corporate,54,Female,Enterprise,1,2024-03-27,10,1,100,187
SD004629,2024-07-17,2024-07,Referral,Kaduna,E-commerce Seller,39,Male,Business Pro,1,2024-08-30,2,0,14,31
SD004630,2023-12-11,2023-12,Referral,Delta,E-commerce Seller,31,Male,Business Pro,1,2023-12-28,9,1,100,277
SD004631,2024-02-01,2024-02,Referral,Anambra,Individual Sender,51,Male,Starter,0,2024-02-03,8,1,100,240
SD004632,2024-02-25,2024-02,Referral,Edo,Small Business,55,Female,Starter,0,2024-09-04,7,0,43,26
SD004633,2024-04-24,2024-04,Referral,Abuja,Small Business,50,Female,Starter,0,2024-04-29,5,1,100,154
SD004634,2023-10-05,2023-10,Google Ads,Oyo,Corporate,46,Female,Enterprise,1,2023-11-28,12,1,100,307
SD004635,2024-06-11,2024-06,Instagram,Kano,E-commerce Seller,20,Male,Starter,1,2024-07-25,3,1,56,67
SD004636,2023-10-26,2023-10,Google Ads,Abuja,Small Business,53,Male,Starter,1,2023-12-09,11,1,100,296
SD004637,2024-08-26,2024-08,Word of Mouth,Edo,Small Business,36,Male,Starter,1,2024-08-28,1,0,23,33
SD004638,2024-01-22,2024-01,Google Ads,Lagos,E-commerce Seller,54,Female,Business Pro,1,2024-02-07,8,1,100,236
SD004639,2023-10-22,2023-10,Google Ads,Lagos,Corporate,36,Male,Enterprise,0,2023-10-27,11,1,100,339
SD004640,2023-12-23,2023-12,App Store,Abuja,Individual Sender,47,Male,Starter,1,2023-12-28,9,1,100,277
SD004641,2023-10-17,2023-10,Google Ads,Lagos,Small Business,45,Male,Business Pro,0,2023-10-19,11,1,100,347
SD004642,2024-01-15,2024-01,Referral,Kano,Individual Sender,41,Male,Starter,0,2024-01-20,8,1,100,254
SD004643,2024-08-08,2024-08,TikTok Ads,Edo,Freelancer,21,Female,Starter,1,2024-08-22,1,0,36,39
SD004644,2024-01-25,2024-01,Instagram,Lagos,Small Business,44,Male,Starter,0,2024-01-26,8,1,100,248
SD004645,2023-11-12,2023-11,Google Ads,Anambra,Small Business,48,Male,Business Pro,0,2024-08-10,10,1,64,51
SD004646,2024-06-21,2024-06,Facebook Ads,Kano,Individual Sender,42,Male,Starter,0,2024-06-23,3,1,100,99
SD004647,2024-01-02,2024-01,Referral,Rivers,Small Business,42,Male,Business Pro,1,2024-02-15,9,1,100,228
SD004648,2024-04-03,2024-04,Facebook Ads,Rivers,E-commerce Seller,27,Male,Starter,1,2024-04-17,6,1,100,166
SD004649,2023-11-05,2023-11,Word of Mouth,Abuja,E-commerce Seller,28,Male,Business Pro,1,2024-01-23,11,1,100,251
SD004650,2024-08-26,2024-08,Google Ads,Kano,E-commerce Seller,23,Female,Business Pro,1,2024-09-08,1,0,10,22
SD004651,2023-12-02,2023-12,Google Ads,Delta,Small Business,22,Female,Starter,1,2024-02-24,10,1,100,219
SD004652,2024-08-27,2024-08,Instagram,Rivers,Small Business,42,Female,Starter,1,2024-09-19,1,0,8,11
SD004653,2024-04-24,2024-04,Instagram,Abuja,Corporate,55,Male,Business Pro,0,2024-04-24,5,1,100,159
SD004654,2023-10-17,2023-10,Referral,Abuja,Small Business,26,Female,Business Pro,1,2024-02-11,11,1,100,232
SD004655,2024-01-01,2024-01,Instagram,Kaduna,E-commerce Seller,40,Male,Starter,1,2024-08-14,9,1,53,47
SD004656,2024-03-12,2024-03,Instagram,Lagos,Individual Sender,23,Male,Starter,1,2024-05-31,6,1,100,122
SD004657,2023-10-19,2023-10,Facebook Ads,Edo,Freelancer,21,Male,Starter,0,2023-10-24,11,1,100,342
SD004658,2023-10-04,2023-10,App Store,Anambra,Individual Sender,50,Male,Starter,1,2024-09-04,12,0,50,26
SD004659,2024-03-18,2024-03,Instagram,Oyo,Small Business,32,Male,Starter,1,2024-04-01,6,1,100,182
SD004660,2024-06-13,2024-06,Word of Mouth,Delta,Small Business,27,Male,Starter,0,2024-08-25,3,0,35,36
SD004661,2023-11-28,2023-11,Word of Mouth,Lagos,Corporate,48,Male,Enterprise,1,2024-06-17,10,1,78,105
SD004662,2024-05-31,2024-05,Google Ads,Lagos,Individual Sender,43,Female,Starter,0,2024-06-01,4,1,100,121
SD004663,2024-05-14,2024-05,Referral,Lagos,Corporate,44,Male,Business Pro,1,2024-05-28,4,1,100,125
SD004664,2024-01-31,2024-01,Word of Mouth,Rivers,Small Business,29,Female,Starter,0,2024-01-31,8,1,100,243
SD004665,2024-06-05,2024-06,Facebook Ads,Rivers,E-commerce Seller,37,Male,Starter,1,2024-07-28,3,1,54,64
SD004666,2024-07-30,2024-07,Word of Mouth,Rivers,Small Business,36,Female,Starter,0,2024-08-01,2,1,74,60
SD004667,2023-11-29,2023-11,App Store,Oyo,Individual Sender,37,Male,Starter,0,2023-12-03,10,1,100,302
SD004668,2024-06-06,2024-06,Facebook Ads,Lagos,Small Business,21,Male,Business Pro,0,2024-06-06,3,1,100,116
SD004669,2024-05-08,2024-05,Facebook Ads,Anambra,E-commerce Seller,53,Male,Starter,1,2024-05-15,4,1,100,138
SD004670,2024-01-07,2024-01,Facebook Ads,Lagos,Corporate,44,Female,Enterprise,1,2024-01-19,8,1,100,255
SD004671,2023-10-16,2023-10,Google Ads,Lagos,Individual Sender,41,Male,Starter,1,2023-12-01,11,1,100,304
SD004672,2024-02-07,2024-02,App Store,Anambra,Corporate,40,Female,Business Pro,0,2024-02-08,7,1,100,235
SD004673,2024-01-06,2024-01,Referral,Lagos,Small Business,49,Male,Starter,1,2024-02-20,8,1,100,223
SD004674,2024-03-02,2024-03,Word of Mouth,Anambra,E-commerce Seller,30,Male,Business Pro,1,2024-05-19,7,1,100,134
SD004675,2023-10-10,2023-10,Referral,Lagos,E-commerce Seller,34,Female,Starter,1,2023-10-22,11,1,100,344
SD004676,2024-07-08,2024-07,Word of Mouth,Delta,Individual Sender,23,Male,Starter,0,2024-07-12,2,1,97,80
SD004677,2024-02-14,2024-02,Google Ads,Imo,Individual Sender,30,Male,Starter,0,2024-02-19,7,1,100,224
SD004678,2024-07-21,2024-07,Google Ads,Oyo,Individual Sender,20,Female,Starter,0,2024-07-21,2,1,93,71
SD004679,2024-03-09,2024-03,Instagram,Lagos,Corporate,21,Female,Business Pro,0,2024-03-09,6,1,100,205
SD004680,2024-06-04,2024-06,Instagram,Anambra,Individual Sender,30,Male,Starter,0,2024-06-04,3,1,100,118
SD004681,2024-05-28,2024-05,Word of Mouth,Imo,Individual Sender,25,Male,Starter,1,2024-07-05,4,1,88,87
